Simulacion_ID,Precio_Final
402,121.2293
403,122.9081
404,110.3842
405,80.7096
406,119.7944
407,91.3790
408,104.8208
409,112.5476
410,117.3706
411,140.5657
412,105.1781
413,127.0343
414,104.0885
415,101.2303
416,106.6010
417,97.3161
418,100.7480
419,120.7696
420,95.0630
421,105.6398
422,81.7369
423,97.5137
424,91.2474
425,96.2900
426,112.0206
427,103.3180
428,96.1432
429,103.0054
430,92.8445
431,82.3651
432,89.5965
433,82.5851
434,116.0861
435,123.9599
436,141.1500
437,140.2396
438,98.4655
439,111.4805
440,105.5467
441,108.9168
442,112.6969
443,93.4231
444,102.4067
445,101.1753
446,101.5519
447,117.0875
448,136.4254
449,104.4922
450,88.1994
451,93.2073
452,112.5945
453,90.0205
454,104.0374
455,92.2895
456,100.1929
457,141.6166
458,90.5367
459,108.2470
460,86.9504
461,105.6169
462,90.0826
463,109.3886
464,114.0230
465,122.6260
466,128.5886
467,98.6559
468,95.8489
469,104.8655
470,111.5879
471,93.5772
472,116.4128
473,154.3291
474,110.4601
475,115.0432
476,143.3021
477,70.9749
478,141.8850
479,118.7689
480,125.7628
481,97.6309
482,99.3489
483,128.1124
484,103.6257
485,124.2924
486,126.3647
487,109.1316
488,137.9309
489,146.4497
490,94.6565
491,97.6050
492,100.9085
493,101.1393
494,108.4010
495,127.2198
496,83.7611
497,90.1019
498,122.2920
499,132.0201
500,129.9618
501,157.3803
502,115.7984
503,91.3586
504,90.6343
505,98.4418
506,100.2121
507,123.7316
508,98.7895
509,121.2877
510,114.9612
511,108.1215
512,86.2588
513,98.1679
514,168.2343
515,86.4143
516,90.7254
517,113.6089
518,107.2506
519,115.2299
520,155.1597
521,96.2005
522,122.6759
523,113.2631
524,85.3995
525,115.1591
526,141.5921
527,101.6519
528,96.7716
529,102.7066
530,88.2560
531,125.3381
532,123.3941
533,153.2640
534,127.3443
535,82.4819
536,93.3239
537,108.0750
538,113.5259
539,79.3825
540,103.9997
541,133.2585
542,90.6335
543,100.8801
544,129.1832
545,115.8191
546,135.6766
547,105.9274
548,102.0602
549,121.2865
550,100.2488
551,145.1272
552,111.6752
553,115.1925
554,87.0985
555,112.7634
556,108.2527
557,92.5645
558,131.0638
559,108.4929
560,125.6880
561,89.5571
562,105.1109
563,125.2977
564,134.1535
565,103.5634
566,148.0048
567,93.3681
568,115.7558
569,116.3962
570,113.3801
571,109.3089
572,113.0018
573,80.6447
574,92.4642
575,109.5271
576,102.1993
577,84.5614
578,95.9578
579,103.0655
580,114.7271
581,87.1175
582,122.6037
583,121.3284
584,117.3295
585,128.5307
586,119.5652
587,118.7239
588,148.3623
589,124.8754
590,118.2046
591,109.1806
592,94.4097
593,80.6280
594,93.7475
595,98.5895
596,128.8744
597,99.9647
598,123.9380
599,115.9278
600,126.0907
601,124.3770
602,122.8049
603,92.9586
604,106.1174
605,110.1015
606,91.0447
607,128.8105
608,86.6689
609,122.9903
610,113.4178
611,134.0905
612,128.1313
613,107.5900
614,117.9563
615,89.7005
616,109.1225
617,135.6134
618,88.1047
619,110.7003
620,123.7552
621,104.4979
622,104.2138
623,114.8046
624,130.1554
625,130.2459
626,127.6882
627,128.8894
628,109.2269
629,109.3605
630,112.5525
631,100.5914
632,123.6213
633,116.5143
634,110.6424
635,94.7157
636,134.6106
637,110.8987
638,103.5094
639,127.4438
640,103.0228
641,86.7562
642,100.6279
643,108.5159
644,70.1987
645,111.4479
646,116.1254
647,124.9622
648,108.1144
649,104.0894
650,106.1205
651,130.6131
652,82.6626
653,106.4699
654,113.2098
655,110.8356
656,131.6072
657,97.3100
658,101.6744
659,91.0046
660,109.6187
661,91.2531
662,101.6058
663,91.5837
664,113.4123
665,89.8894
666,111.0414
667,144.8056
668,106.1825
669,115.9833
670,119.7235
671,103.3387
672,113.4006
673,88.0301
674,94.4429
675,96.3018
676,85.2788
677,96.8993
678,128.4743
679,128.6592
680,112.9730
681,105.6676
682,124.3770
683,98.5287
684,104.6297
685,109.9162
686,141.5138
687,95.1014
688,117.2605
689,126.9310
690,126.6293
691,87.3939
692,100.7679
693,110.8610
694,114.6912
695,101.4248
696,111.2933
697,121.1279
698,104.3118
699,123.0445
700,101.0024
701,101.1953
702,104.8825
703,99.7631
704,91.7235
705,106.9635
706,105.6942
707,96.5784
708,100.2277
709,117.5161
710,107.2289
711,117.7040
712,96.5694
713,102.0980
714,89.0077
715,87.4642
716,145.7746
717,113.7688
718,103.8281
719,87.2473
720,139.7238
721,136.4583
722,104.3673
723,83.4153
724,95.3614
725,107.2541
726,128.2273
727,87.1599
728,101.2098
729,123.6036
730,109.2174
731,98.1709
732,110.2238
733,106.0260
734,96.6210
735,110.5174
736,82.6730
737,112.5636
738,109.9673
739,120.9361
740,92.0168
741,122.6031
742,126.9832
743,108.0931
744,97.7469
745,87.1551
746,104.2066
747,101.1998
748,77.7232
749,117.1496
750,147.2493
751,81.6705
752,108.0843
753,89.9706
754,92.1444
755,101.4499
756,115.3781
757,142.3286
758,121.5785
759,132.7895
760,116.3561
761,93.9492
762,80.7856
763,123.8803
764,125.2957
765,117.0795
766,89.0610
767,103.6090
768,105.4938
769,128.8192
770,119.5555
771,87.1639
772,98.3555
773,97.5903
774,76.9340
775,107.9742
776,113.0427
777,111.7164
778,132.8872
779,90.7577
780,101.8520
781,94.7450
782,105.0097
783,97.2097
784,131.2331
785,136.4497
786,93.9374
787,134.6922
788,111.2076
789,104.3907
790,91.0015
791,121.4130
792,113.5884
793,159.0116
794,101.0601
795,101.7270
796,90.3082
797,84.5730
798,102.9746
799,138.6792
800,109.1243
801,127.3755
802,93.9693
803,122.2419
804,111.1509
805,111.9612
806,118.6876
807,90.9921
808,126.0877
809,139.4007
810,114.1442
811,115.4438
812,98.5597
813,108.7888
814,109.1361
815,97.4180
816,128.8210
817,108.0249
818,112.3479
819,109.5487
820,73.9535
821,84.1171
822,108.9799
823,126.9912
824,130.3914
825,101.0561
826,92.7024
827,121.3167
828,121.5027
829,125.6894
830,106.9693
831,117.6181
832,97.9752
833,105.4147
834,113.2497
835,129.7936
836,128.1096
837,128.4540
838,119.4254
839,97.0083
840,133.7032
841,93.8441
842,160.3204
843,119.6442
844,91.1735
845,122.1222
846,121.0872
847,100.8280
848,111.1203
849,108.8644
850,121.2426
851,117.3568
852,82.5829
853,114.4598
854,93.8089
855,89.8148
856,128.5408
857,125.8625
858,109.4665
859,109.9225
860,138.6280
861,96.7898
862,106.9439
863,84.0930
864,88.9362
865,113.5286
866,101.6558
867,139.5924
868,104.9070
869,112.3425
870,91.7616
871,117.5722
872,125.7801
873,101.8397
874,129.0927
875,93.8902
876,115.8441
877,88.7165
878,121.0350
879,122.9149
880,115.6118
881,103.5544
882,83.4868
883,144.1063
884,93.9158
885,111.5893
886,102.4057
887,118.2209
888,110.6692
889,107.2729
890,101.4457
891,111.3335
892,92.0959
893,81.0073
894,90.2070
895,86.8633
896,89.9053
897,136.2736
898,94.3320
899,86.5752
900,98.9661
901,107.7403
902,124.6089
903,94.5028
904,95.0878
905,110.8798
906,118.2240
907,119.8873
908,123.3837
909,92.9111
910,120.5052
911,123.8454
912,109.9283
913,100.6541
914,130.2066
915,109.6699
916,108.3550
917,97.6536
918,108.1600
919,160.1346
920,121.5269
921,151.2266
922,110.8394
923,117.8362
924,110.5395
925,118.4752
926,104.6910
927,114.2005
928,82.8560
929,91.2669
930,84.3552
931,108.0978
932,82.6354
933,113.7063
934,91.5255
935,93.8497
936,138.2760
937,131.7318
938,99.8734
939,89.4094
940,86.1011
941,90.8594
942,103.1466
943,125.0429
944,86.3496
945,128.2232
946,104.3095
947,104.2881
948,110.8192
949,97.8059
950,72.0047
951,104.6269
952,134.7741
953,125.3625
954,113.3245
955,124.5287
956,119.4799
957,109.9573
958,100.6221
959,112.8610
960,106.1123
961,137.9238
962,97.3428
963,100.7469
964,104.5972
965,105.7461
966,104.0618
967,107.4894
968,115.1588
969,119.2257
970,114.0709
971,117.3999
972,161.8155
973,125.5855
974,105.2056
975,90.4430
976,103.8017
977,94.5788
978,112.3142
979,106.7993
980,148.5053
981,135.4461
982,128.5377
983,114.4646
984,104.2575
985,111.3676
986,112.1970
987,116.6374
988,135.3254
989,158.5804
990,92.7204
991,91.0684
992,105.5272
993,83.0748
994,142.0085
995,87.4801
996,108.8326
997,97.2256
998,101.1154
999,109.2091
1000,125.4728
1001,114.5102
1002,104.3586
1003,98.8991
1004,158.8618
1005,111.2482
1006,116.7334
1007,120.8336
1008,96.3200
1009,117.2426
1010,121.5590
1011,113.2101
1012,129.5675
1013,105.7508
1014,134.2673
1015,131.3753
1016,104.2595
1017,119.7576
1018,94.0202
1019,102.9798
1020,100.6881
1021,109.8278
1022,111.7700
1023,114.8846
1024,120.2445
1025,121.8016
1026,90.6542
1027,87.7137
1028,113.3614
1029,94.5755
1030,132.7346
1031,108.9083
1032,106.3942
1033,100.6217
1034,111.8691
1035,101.6301
1036,135.6273
1037,102.9348
1038,87.7361
1039,117.9663
1040,109.4146
1041,92.7788
1042,115.2875
1043,92.1094
1044,86.6426
1045,160.0890
1046,107.6162
1047,121.0419
1048,116.1003
1049,88.2189
1050,126.2713
1051,126.1252
1052,68.5190
1053,91.4634
1054,156.9583
1055,109.6251
1056,102.5124
1057,133.3677
1058,104.9787
1059,108.7630
1060,118.9308
1061,86.7692
1062,98.0705
1063,86.6590
1064,111.4350
1065,125.2951
1066,99.4108
1067,105.8888
1068,124.2105
1069,91.2822
1070,101.5846
1071,107.5704
1072,88.4996
1073,154.4167
1074,111.7908
1075,141.2320
1076,101.8944
1077,130.3027
1078,91.7511
1079,114.6917
1080,147.0460
1081,116.8376
1082,115.2434
1083,127.4374
1084,151.1456
1085,110.9324
1086,131.8951
1087,98.5118
1088,101.5234
1089,97.5787
1090,94.9048
1091,114.2552
1092,126.6332
1093,91.3658
1094,77.0008
1095,101.8426
1096,91.7436
1097,101.2481
1098,117.6328
1099,141.6084
1100,112.0711
1101,128.4193
1102,97.6706
1103,96.1853
1104,115.7714
1105,126.1672
1106,109.5911
1107,123.5414
1108,109.9364
1109,107.8636
1110,97.4519
1111,94.4428
1112,102.3245
1113,93.5759
1114,99.6937
1115,96.6166
1116,106.5028
1117,126.0567
1118,107.1556
1119,115.9894
1120,89.3653
1121,134.8636
1122,108.4449
1123,103.6282
1124,119.7680
1125,109.5022
1126,115.5480
1127,140.5808
1128,158.0600
1129,108.5332
1130,97.8865
1131,117.2118
1132,132.0562
1133,117.4763
1134,76.2297
1135,109.6892
1136,113.3980
1137,101.6293
1138,122.6237
1139,91.9727
1140,126.8377
1141,103.4499
1142,118.0214
1143,135.8860
1144,90.7291
1145,157.7079
1146,106.0500
1147,106.3407
1148,147.1912
1149,104.2761
1150,117.0341
1151,114.9549
1152,100.8836
1153,125.1645
1154,89.2745
1155,122.0267
1156,105.1807
1157,142.6168
1158,103.2936
1159,93.8522
1160,123.2758
1161,128.0869
1162,143.5371
1163,111.9840
1164,112.2015
1165,90.6096
1166,111.9605
1167,109.4359
1168,147.9175
1169,101.5324
1170,101.5188
1171,131.8725
1172,120.1338
1173,131.5301
1174,107.3005
1175,90.6371
1176,82.7513
1177,93.2607
1178,101.2348
1179,95.2256
1180,118.5979
1181,91.0048
1182,107.1106
1183,93.3398
1184,86.0163
1185,91.9698
1186,128.4109
1187,110.5441
1188,127.7083
1189,111.6802
1190,117.2775
1191,124.1789
1192,100.3652
1193,99.1819
1194,136.7934
1195,96.5811
1196,101.6222
1197,115.6485
1198,101.9131
1199,99.5043
1200,110.7244
1201,82.2182
1202,121.0148
1203,125.9705
1204,105.5232
1205,123.4469
1206,124.8814
1207,126.6711
1208,147.1014
1209,88.4279
1210,113.6121
1211,118.6124
1212,109.7035
1213,107.9391
1214,120.1662
1215,106.0387
1216,117.9722
1217,98.4163
1218,90.8097
1219,121.3097
1220,127.4169
1221,112.7734
1222,113.5521
1223,107.6701
1224,123.8405
1225,105.3310
1226,105.4106
1227,127.6088
1228,87.6467
1229,135.9316
1230,126.1448
1231,117.5802
1232,118.2598
1233,113.6222
1234,144.7355
1235,111.2606
1236,119.6339
1237,82.5480
1238,120.2325
1239,116.1564
1240,104.9731
1241,108.0959
1242,98.4413
1243,134.8221
1244,122.5819
1245,129.4639
1246,108.1365
1247,117.3969
1248,97.8675
1249,128.0496
1250,110.1167
1251,92.6997
1252,106.3154
1253,117.7582
1254,128.4588
1255,99.9059
1256,109.1096
1257,119.5738
1258,102.0516
1259,130.2388
1260,114.9283
1261,75.4819
1262,118.5344
1263,105.7671
1264,93.3007
1265,138.4276
1266,121.5084
1267,99.7665
1268,115.7851
1269,108.7175
1270,89.2579
1271,112.0482
1272,133.6266
1273,95.7044
1274,113.0542
1275,96.7858
1276,128.7511
1277,108.0871
1278,111.6902
1279,96.3710
1280,116.8203
1281,83.4855
1282,124.0343
1283,97.4662
1284,126.9156
1285,98.3456
1286,113.6511
1287,92.8826
1288,112.0731
1289,77.8798
1290,122.2083
1291,111.0754
1292,117.6776
1293,105.6334
1294,106.7543
1295,114.3533
1296,119.8339
1297,137.4079
1298,160.6127
1299,94.7037
1300,99.2833
1301,92.7201
1302,128.0829
1303,84.1872
1304,98.6255
1305,126.4301
1306,103.5950
1307,120.5438
1308,95.5418
1309,100.9568
1310,104.1416
1311,128.9051
1312,96.8492
1313,98.7623
1314,106.2113
1315,118.1950
1316,97.7579
1317,89.7483
1318,126.1899
1319,141.5765
1320,128.2942
1321,108.9587
1322,109.5564
1323,126.9972
1324,87.3739
1325,111.4268
1326,111.0817
1327,108.0503
1328,115.7302
1329,141.1795
1330,101.2702
1331,121.5444
1332,88.4570
1333,107.2933
1334,105.8206
1335,123.4331
1336,116.7068
1337,125.9784
1338,105.2819
1339,113.5410
1340,117.5452
1341,92.1780
1342,98.9405
1343,89.3765
1344,108.9578
1345,81.0078
1346,98.9839
1347,121.4049
1348,93.3898
1349,104.3772
1350,117.0728
1351,86.9329
1352,99.0437
1353,98.5487
1354,99.6618
1355,128.5190
1356,117.9792
1357,102.6460
1358,97.3626
1359,110.7699
1360,140.1346
1361,96.4178
1362,117.3353
1363,97.9037
1364,100.0174
1365,142.6213
1366,137.5215
1367,96.0385
1368,103.5851
1369,92.6221
1370,109.3074
1371,101.1212
1372,111.8565
1373,109.4472
1374,109.4626
1375,119.5349
1376,96.5285
1377,119.3206
1378,89.8824
1379,89.1955
1380,128.0936
1381,106.2113
1382,101.7144
1383,66.8534
1384,85.9758
1385,139.3091
1386,131.3488
1387,86.2763
1388,89.3983
1389,117.1713
1390,171.9653
1391,150.5832
1392,88.5050
1393,69.8448
1394,96.2644
1395,114.3415
1396,101.1639
1397,98.7590
1398,104.2235
1399,98.4354
1400,102.0401
1401,118.2672
1402,150.8463
1403,109.1599
1404,127.0335
1405,149.0357
1406,124.9280
1407,127.3061
1408,120.5509
1409,93.5039
1410,94.7067
1411,95.0052
1412,130.2475
1413,110.5876
1414,105.6294
1415,122.7624
1416,94.3066
1417,108.0520
1418,118.5421
1419,118.1056
1420,115.4428
1421,121.2274
1422,93.6107
1423,79.3803
1424,101.4889
1425,122.8458
1426,103.6963
1427,92.7910
1428,105.4778
1429,98.5539
1430,124.3343
1431,112.9765
1432,116.5041
1433,117.4735
1434,102.8907
1435,108.4412
1436,109.1493
1437,114.1947
1438,108.2073
1439,118.1658
1440,105.1157
1441,104.8807
1442,115.1175
1443,107.7013
1444,94.3272
1445,81.1708
1446,119.5698
1447,117.6380
1448,89.5087
1449,112.8352
1450,109.4446
1451,105.5500
1452,120.8615
1453,135.9622
1454,118.2070
1455,98.4325
1456,113.5920
1457,133.8641
1458,99.2214
1459,103.2810
1460,85.9149
1461,126.0623
1462,89.5542
1463,86.6948
1464,125.8277
1465,129.1652
1466,103.3378
1467,104.8464
1468,119.8583
1469,118.0326
1470,122.3593
1471,120.8887
1472,120.9751
1473,134.7567
1474,97.1696
1475,102.0194
1476,116.4371
1477,139.4534
1478,88.7848
1479,129.8540
1480,116.2160
1481,120.9237
1482,80.1672
1483,100.3564
1484,100.1707
1485,105.7690
1486,116.1401
1487,91.2600
1488,104.0886
1489,126.9782
1490,89.5469
1491,125.7666
1492,128.9811
1493,91.1691
1494,139.6249
1495,114.5188
1496,104.3209
1497,100.5233
1498,97.2447
1499,122.0329
1500,79.9569
1501,124.1167
1502,128.2280
1503,125.0864
1504,163.2072
1505,133.3207
1506,117.6103
1507,104.6723
1508,137.9489
1509,116.4426
1510,99.4178
1511,96.3037
1512,95.2289
1513,138.0525
1514,126.6083
1515,136.2040
1516,95.1002
1517,116.4976
1518,93.2231
1519,95.9754
1520,93.5922
1521,86.1433
1522,129.1828
1523,119.5588
1524,98.3031
1525,117.9154
1526,104.3186
1527,114.4962
1528,118.8472
1529,150.0183
1530,138.6142
1531,108.7919
1532,137.4648
1533,136.3409
1534,129.9558
1535,96.6791
1536,91.9471
1537,105.9092
1538,125.2362
1539,78.4835
1540,146.1711
1541,101.8137
1542,125.8553
1543,91.9349
1544,118.2330
1545,86.8253
1546,109.6069
1547,130.8729
1548,69.3768
1549,134.8252
1550,110.6602
1551,81.5320
1552,118.1415
1553,109.4479
1554,109.3995
1555,109.0472
1556,93.8546
1557,94.4607
1558,117.0286
1559,100.4085
1560,122.0993
1561,97.5506
1562,105.4715
1563,84.5852
1564,103.3473
1565,97.7816
1566,85.7105
1567,100.5923
1568,136.6724
1569,105.1870
1570,87.6747
1571,126.6387
1572,150.5808
1573,123.7694
1574,101.9625
1575,104.7968
1576,90.6022
1577,95.7899
1578,100.7402
1579,84.7488
1580,107.2844
1581,134.0021
1582,87.0871
1583,104.9284
1584,129.7091
1585,94.2580
1586,91.1241
1587,128.4098
1588,100.5241
1589,139.1614
1590,127.3059
1591,123.8001
1592,113.7538
1593,115.4267
1594,84.6576
1595,103.0175
1596,109.6907
1597,132.0682
1598,136.8274
1599,96.1229
1600,111.7516
1601,131.7508
1602,115.9464
1603,104.1260
1604,103.9335
1605,122.4074
1606,137.4228
1607,104.1011
1608,102.1396
1609,117.9836
1610,93.0531
1611,114.0645
1612,96.1016
1613,127.0929
1614,117.3959
1615,89.6347
1616,107.5469
1617,126.1517
1618,94.5914
1619,113.6789
1620,114.5608
1621,101.9949
1622,105.7526
1623,125.4624
1624,120.1551
1625,110.2514
1626,116.6224
1627,92.6578
1628,93.4563
1629,113.9122
1630,102.3654
1631,103.4667
1632,90.4788
1633,94.7049
1634,128.6105
1635,132.1972
1636,99.0376
1637,118.2926
1638,165.7290
1639,131.1688
1640,98.5408
1641,111.7452
1642,110.1492
1643,108.4140
1644,129.0520
1645,104.8910
1646,130.2923
1647,116.1721
1648,118.6423
1649,123.0084
1650,127.7115
1651,87.6105
1652,116.8300
1653,115.5994
1654,121.6441
1655,83.9062
1656,94.6327
1657,131.9109
1658,93.5569
1659,83.8320
1660,113.9952
1661,128.2115
1662,132.6665
1663,126.2219
1664,128.3149
1665,128.1607
1666,114.0865
1667,99.9990
1668,101.8238
1669,109.6873
1670,110.6888
1671,119.8699
1672,103.7502
1673,122.6072
1674,128.0298
1675,112.0657
1676,109.0154
1677,80.5920
1678,115.9398
1679,99.2905
1680,95.5742
1681,109.2146
1682,107.4636
1683,111.3363
1684,113.9932
1685,99.1018
1686,153.8459
1687,123.1563
1688,113.9997
1689,97.8858
1690,82.2049
1691,123.7036
1692,100.2122
1693,76.8808
1694,136.0581
1695,107.3923
1696,103.2652
1697,85.6509
1698,136.5554
1699,113.3924
1700,99.1480
1701,103.6992
1702,105.5098
1703,89.3808
1704,108.7706
1705,104.4009
1706,97.7501
1707,102.3251
1708,141.9937
1709,104.7169
1710,126.2300
1711,95.5180
1712,135.3447
1713,140.9371
1714,96.4761
1715,104.7916
1716,107.1971
1717,111.6285
1718,103.7839
1719,129.4387
1720,141.6410
1721,96.9260
1722,114.9939
1723,125.6759
1724,93.5089
1725,97.2235
1726,100.6649
1727,97.5598
1728,125.7372
1729,127.2892
1730,101.9043
1731,111.2794
1732,105.2045
1733,106.6402
1734,101.2879
1735,120.1063
1736,96.0635
1737,139.9902
1738,134.7146
1739,118.9955
1740,116.0469
1741,112.5675
1742,101.6799
1743,95.1413
1744,81.4728
1745,139.3287
1746,114.7765
1747,97.2058
1748,114.3739
1749,118.9759
1750,97.7456
1751,101.5850
1752,101.3724
1753,102.7326
1754,101.6072
1755,106.0299
1756,143.0076
1757,108.2635
1758,108.9598
1759,101.2495
1760,115.9235
1761,127.8696
1762,143.0502
1763,103.1956
1764,95.4795
1765,94.3297
1766,125.9019
1767,110.4835
1768,104.0528
1769,107.7012
1770,101.7095
1771,140.4162
1772,81.8206
1773,109.1636
1774,97.3664
1775,125.6332
1776,112.7699
1777,141.6174
1778,136.9969
1779,110.6775
1780,128.8306
1781,113.6973
1782,99.4209
1783,103.7135
1784,111.0629
1785,98.1126
1786,103.1636
1787,111.5734
1788,96.9055
1789,124.7632
1790,99.4776
1791,100.2327
1792,93.4626
1793,111.6415
1794,100.7695
1795,103.8368
1796,91.5449
1797,124.4128
1798,104.3569
1799,85.4778
1800,136.1374
1801,121.3834
1802,126.7176
1803,121.3873
1804,95.4438
1805,98.6634
1806,156.5688
1807,99.9336
1808,107.3558
1809,105.0611
1810,124.8472
1811,109.5602
1812,115.0655
1813,93.5746
1814,94.0759
1815,140.6040
1816,100.2470
1817,97.8245
1818,101.3107
1819,100.5159
1820,85.3184
1821,142.3203
1822,100.2040
1823,98.7163
1824,160.7657
1825,99.1431
1826,109.6782
1827,120.4938
1828,113.0851
1829,108.3429
1830,123.2145
1831,139.7028
1832,94.7345
1833,131.5925
1834,126.8570
1835,101.8396
1836,107.9532
1837,100.3016
1838,108.5962
1839,103.3064
1840,109.2352
1841,102.7250
1842,121.2236
1843,135.5389
1844,88.9360
1845,118.8186
1846,137.2058
1847,124.1838
1848,125.2072
1849,89.3820
1850,110.4631
1851,105.8583
1852,106.7004
1853,101.0078
1854,105.4925
1855,131.5917
1856,107.4307
1857,109.7142
1858,79.3468
1859,92.0032
1860,100.5407
1861,108.5483
1862,107.6455
1863,105.1381
1864,85.7609
1865,100.2212
1866,121.9477
1867,117.5406
1868,106.6136
